"Address","Date.of.Acquisition","Latitude","Longitude"
"13457 S MARYLAND AVE","03/11/2005",41.6509264,-87.6008489
"2751 W WILCOX ST","06/12/1980",41.8789998,-87.6957925
"4816 S PRINCETON AVE","07/21/2005",41.8067667,-87.6336635
"1447 W 120TH ST","06/23/2008",41.6754981,-87.6583299
"4259 W CARROLL AVE","02/08/2001",41.8866953,-87.7330386
"6238 S MORGAN ST","",41.7803216,-87.6500106
"1819 W 63RD ST","",41.779074,-87.6699349
"6851 S CARPENTER ST","11/08/1991",41.7690828,-87.6502368
"6330 S MARSHFIELD AVE","05/16/2007",41.7784548,-87.6658099
"508 S KILBOURN AVE","03/19/1987",41.8738622,-87.7380121
"11927 S EGGLESTON AVE","03/05/2012",41.6771043,-87.6331119
"4335 S LANGLEY AVE","",41.8157328,-87.6087959
"1447 E 69TH ST","",41.7694004,-87.5892123
"6203 S CARPENTER ST","",41.781319,-87.6507556
"501 W 60TH ST","",41.7851595,-87.6376735
"3836 W OHIO ST","",41.8919945,-87.722545
"7543 S UNION AVE","",41.7567125,-87.6416089
"1152 N MAYFIELD AVE","08/25/2015",41.90177,-87.7732775
"2150 W 110TH PL","",41.6931367,-87.6763039
"8605 S BALTIMORE AVE","08/06/1998",41.7391375,-87.5489151
"8931 S BUFFALO AVE","07/17/2002",41.7328384,-87.5439549
"5341 S EMERALD AVE","",41.7967503,-87.6438564
"8924 S HALSTED ST","06/29/1994",41.7318067,-87.6438801
"219 W 112TH PL","03/01/2016",41.6895344,-87.628627
"4441 W ADAMS ST","09/19/2003",41.8775827,-87.737008
"106 N LOTUS AVE","01/03/2020",41.8825518,-87.7617651
"1819 S HARDING AVE","",41.856388,-87.7232779
"9118 S MACKINAW AVE","03/30/1995",41.7295346,-87.543286
"5958 S HONORE ST","",41.7849724,-87.6707716
"344 W 107TH PL","09/12/2011",41.6991165,-87.6321546
"3131 W ARTHINGTON ST","",41.8697953,-87.704601
"6023 S PEORIA ST","",41.7844517,-87.6471674
"8846 S INDIANA AVE","05/17/2006",41.7332267,-87.6197687
"8123 S LOOMIS BLVD","",41.7804711,-87.6590531
"7248 S MAY ST","03/15/1991",41.7618261,-87.6531703
"1542 S KENNETH AVE","04/29/2013",41.8592148,-87.7363251
"1809 W 63RD ST","06/15/1999",41.7790794,-87.6695521
"5528 S LAFAYETTE AVE","05/05/1995",41.7933688,-87.6270606
"1358 S KEELER AVE","07/17/2003",41.8625693,-87.7303131
"4803 S SHIELDS AVE","",41.8070881,-87.634383
"3942 W POLK ST","10/02/2000",41.8709929,-87.7246253
"821 W 54TH PL","05/02/2000",41.7949381,-87.6461149
"5158 S PRINCETON AVE","01/31/2005",41.8001131,-87.6334493
"5804 S CARPENTER ST","",41.7885966,-87.651236
"5648 S WELLS ST","11/18/1992",41.7912573,-87.6320602
"6948 S HARVARD AVE","05/02/2014",41.7675371,-87.6337841
"6220 S ADA ST","",41.7806177,-87.6585722
"3500 W CARROLL AVE","07/15/1981",41.8875918,-87.7139511
"6509 S JUSTINE ST","08/05/2019",41.7754616,-87.6625357
"3534 W GRENSHAW ST","09/26/2002",41.867527,-87.7144331
"4153 S LANGLEY AVE","",41.8188087,-87.609087
"9023 S BURLEY AVE","11/18/1994",41.731199,-87.5453091
"1230 S CHRISTIANA AVE","",41.8652859,-87.7094782
"6745 S WOLCOTT AVE","",41.7707731,-87.6709173
"5938 S WOOD ST","",41.7855132,-87.6695732
"108 N LOTUS AVE","12/05/2019",41.8759196,-87.7624036
"5839 S CARPENTER ST","",41.7875924,-87.6507135
"6226 S WINCHESTER AVE","09/20/1984",41.7803236,-87.6730726
"710 W MARQUETTE RD","12/02/1975",41.7727618,-87.6431312
"654 N RIDGEWAY AVE","",41.8933708,-87.7202545
"4755 S PRINCETON AVE","07/19/1996",41.8075507,-87.6329797
"6451 S DREXEL AVE","",41.7771285,-87.6026663
"7026 S WINCHESTER AVE","03/25/1996",41.7657589,-87.6726979
"5545 S GREEN ST","",41.7925443,-87.6461799
"8929 S BALTIMORE AVE","09/17/2002",41.7327849,-87.5482278
"5601 S WOLCOTT AVE","01/13/1995",41.7919953,-87.6714747
"4143 W MONROE ST","",41.8794536,-87.7298107
"4209 W WALTON ST","07/19/2001",41.8977509,-87.731522
"5738 S JUSTINE ST","03/17/1988",41.7891839,-87.663376
"63 W 114TH ST","10/08/2002",41.686735,-87.6254383
"704 S KEELER AVE","03/01/1973",41.8722525,-87.730635
"5139 S LAFLIN ST","02/18/2004",41.8002293,-87.6619756
"6233 S ABERDEEN ST","",41.7805001,-87.6517496
"4258 W VAN BUREN ST","06/25/2004",41.8754397,-87.7326317
"5116 S JUSTINE ST","06/08/2004",41.8007517,-87.6638957
"8209 S ESCANABA AVE","07/20/2006",41.7461268,-87.553658
"5046 S JUSTINE ST","03/13/1999",41.8017739,-87.6639226
"1539 S HOMAN AVE","",41.8597045,-87.71
"702 E 67TH ST","01/25/2006",41.7733332,-87.6080018
"223 N KEYSTONE AVE","09/12/2014",41.8841102,-87.7266405
"646 N RIDGEWAY AVE","",41.8931645,-87.7202483
"11532 S LASALLE ST","05/09/2011",41.6842605,-87.6268233
"6736 S WABASH AVE","11/17/1999",41.7716311,-87.6239459
"7400 S WENTWORTH AVE","",41.7598779,-87.6297929
"6639 S HAMILTON AVE","12/09/2010",41.7727149,-87.6770475
"8928 S MACKINAW AVE","09/17/2002",41.7329146,-87.5433687
"1952 S SPAULDING AVE","09/29/1996",41.8538295,-87.7080992
"11956 S PRAIRIE AVE","",41.6764199,-87.6168982
"7708 S STEWART AVE","10/20/1998",41.7541205,-87.6347363
"343 W 115TH ST","03/08/2011",41.6849478,-87.6318329
"1615 S SPAULDING AVE","",41.8585218,-87.7075301
"1716 W 61ST ST","03/24/2014",41.7833334,-87.6674873
"6624 S MORGAN ST","09/26/1994",41.7734609,-87.6498325
"5415 S CARPENTER ST","12/21/2004",41.7955796,-87.6509269
"5817 S PERRY AVE","",41.7883497,-87.6273456
"8735 S BURLEY AVE","07/29/2002",41.7363925,-87.545435
"6452 S MINERVA AVE","",41.7773457,-87.5975345
"2719 E 75TH PL","01/26/1993",41.7582465,-87.5581564
"631 E 45TH ST","",41.8130079,-87.6102356
"5033 S ABERDEEN ST","02/20/2004",41.8023389,-87.6523025
"412 W 64TH ST","",41.7781782,-87.6355937
"8923 S DAUPHIN AVE","",41.7323282,-87.6020297
"6543 S SANGAMON ST","08/18/2010",41.7747755,-87.6479516
"544 E 43RD ST","",41.8169724,-87.6123365
"2955 W WASHINGTON BLVD","",41.8825337,-87.7008899
"7833 S LOWE AVE","",41.7514881,-87.6400446
"9515 S HARVARD AVE","12/15/1995",41.721094,-87.6319602
"6824 S LOWE AVE","09/20/2005",41.7698798,-87.6406231
"7243 S MARSHFIELD AVE","05/21/1998",41.7617942,-87.6646042
"5940 S ABERDEEN ST","02/10/1998",41.7857156,-87.6525824
"320 W 53RD ST","11/12/1986",41.7984151,-87.6340372
"11357 S MAY ST","",41.6869658,-87.650376
"1522 S TRIPP AVE","09/17/2003",41.8598909,-87.7314561
"6922 S PAULINA ST","",41.7677744,-87.6666766
"5242 S EMERALD AVE","02/08/2000",41.7984989,-87.644383
"6833 S JUSTINE ST","02/05/1993",41.7693576,-87.6623803
"5220 S CARPENTER ST","05/25/2004",41.7988429,-87.6517104
"2827 E 77TH PL","04/09/2002",41.754828,-87.5540279
"13306 S DR MARTIN LUTHER KING JR DR","",41.6533568,-87.612866
"5801 S BISHOP ST","",41.788501,-87.6604577
"4604 S CHAMPLAIN AVE","",41.8110208,-87.6106074
"5526 S PERRY AVE","",41.7934494,-87.6279287
"6600 S PARNELL AVE","",41.7742176,-87.6390694
"2658 W LUTHER ST","12/14/1998",41.8472741,-87.6926977
"5312 S WELLS ST","10/27/1995",41.7977001,-87.6321972
"6502 S LAFLIN ST","03/22/1991",41.7756741,-87.6620291
"7650 S DANTE AVE","",41.7554334,-87.5898285
"4824 W GLADYS AVE","07/05/2000",41.876127,-87.7461335
"146 W 59TH ST","",41.7875575,-87.6294752
"13436 S CORLISS AVE","01/25/2005",41.6507228,-87.602575
"1707 W 59TH ST","",41.7866042,-87.6671517
"5206 S WOOD ST","04/15/2005",41.7991926,-87.6699418
"7001 S TALMAN AVE","10/15/2002",41.766298,-87.6890517
"3854 W FERDINAND ST","",41.8901729,-87.7232325
"4604 S LANGLEY AVE","",41.8109931,-87.6093705
"7203 S LANGLEY AVE","08/27/2001",41.7638212,-87.6076151
"5117 S CARPENTER ST","10/19/2004",41.8009545,-87.6512584
"3348 W CARROLL AVE","11/09/1989",41.8877723,-87.7106364
"1544 S KILDARE AVE","12/28/1979",41.8591742,-87.7326566
"12120 S LOOMIS ST","04/20/2015",41.673287,-87.6567274
"6658 S PARNELL AVE","03/22/1972",41.7709372,-87.6390609
"5433 S SHIELDS AVE","12/29/2004",41.7953397,-87.6339139
"8802 S BUFFALO AVE","07/10/2002",41.7354103,-87.5448249
"7109 S PRINCETON AVE","01/12/1995",41.7650162,-87.6318565
"1316 E 73RD ST","",41.76247,-87.5926004
"3961 W ERIE ST","01/14/2000",41.8927125,-87.725782
"3418 W OHIO ST","",41.8920776,-87.7121686
"5814 S JUSTINE ST","01/25/2001",41.7880586,-87.6635541
"5037 S CARPENTER ST","04/22/2004",41.8022242,-87.6510913
"4129 S VINCENNES AVE","04/11/1997",41.819538,-87.6131843
"13424 S MARYLAND AVE","01/20/2005",41.6510525,-87.6013629
"5354 S HONORE ST","07/25/2006",41.7960725,-87.6710699
"1034 W 69TH ST","09/24/1999",41.7689714,-87.6507506
"1453 S KILBOURN AVE","12/10/2001",41.8607838,-87.736894
"3423 W WALNUT ST","08/20/2002",41.8852421,-87.712177
"5741 S THROOP ST","01/12/1995",41.7892798,-87.6568323
"6850 S  PARNELL                AVE","06/12/2000",41.769247,-87.6387846
"5344 S LAFLIN ST","06/08/2004",41.7964109,-87.6625751
"1930 S RIDGEWAY AVE","",41.8541029,-87.719092
"6201 S ABERDEEN ST","08/22/1997",41.781317,-87.6517707
"252 W 108TH PL","09/28/1996",41.6973201,-87.6301434
"4712 S PRINCETON AVE","",41.8086619,-87.633499
"8235 S BURLEY AVE","12/21/2000",41.7455422,-87.5451456
"8542 S PHILLIPS AVE","10/28/2011",41.7395561,-87.5651882
"4115 W WASHINGTON BLVD","02/18/1986",41.8816299,-87.7288247
"6903 S DORCHESTER AVE","06/24/1997",41.7694554,-87.5907049
"714 E 44TH ST","",41.8152194,-87.6084593
"4723 S SHIELDS AVE","03/14/2005",41.8083764,-87.6342113
"8717 S BURLEY AVE","06/25/2002",41.736943,-87.5454483
"817 W 53RD PL","",41.7968086,-87.6459785
"11835 S LASALLE ST","07/30/1996",41.6787729,-87.6259722
"4508 S ELLIS AVE","",41.8128823,-87.6022034
"5653 S RACINE AVE","06/02/1993",41.790795,-87.6544429
"3740 W HURON ST","",41.8938573,-87.7204132
"218 N KILDARE AVE","06/06/2003",41.8840302,-87.7334784
"3253 W WALNUT ST","11/09/1987",41.8851132,-87.7082939
"5642 S LOWE AVE","07/23/2001",41.7912336,-87.6417767
"5523 S STEWART AVE","11/22/2005",41.7936778,-87.6349632
"555 N AVERS AVE","",41.8914906,-87.7220958
"6554 S KIMBARK AVE","",41.7752484,-87.5949056
"5703 S LOWE AVE","",41.7905403,-87.6410596
"6839 S UNION AVE","07/26/2002",41.7695604,-87.6412601
"315 W 58TH ST","05/08/2009",41.7885582,-87.6335158
"5655 W 56TH ST","10/06/2004",41.7907545,-87.7642425
"4339 S SAINT LAWRENCE AVE","",41.8155698,-87.6114604
"6404 S PARNELL AVE","",41.7778136,-87.6388315
"6723 S RHODES AVE","",41.7722376,-87.6114504
"5710 S LASALLE ST","04/23/1987",41.790599,-87.6295507
"2728 W FLOURNOY ST","01/06/1983",41.8731583,-87.6947986
"1448 S SPRINGFIELD AVE","06/30/1972",41.8610365,-87.7229342
"13441 S MARYLAND AVE","12/27/2005",41.6509264,-87.6008489
"1522 S KOLIN AVE","09/25/1969",41.8597726,-87.7338976
"7416 S PHILLIPS AVE","11/09/2001",41.7602534,-87.5652436
"6414 S DORCHESTER AVE","",41.7782958,-87.5915896
"8815 S BURLEY AVE","06/13/2002",41.7351278,-87.5454043
"8828 S BUFFALO AVE","10/18/2002",41.7347233,-87.5448081
"1022 W 112TH PL","",41.6895589,-87.6481036
"5919 S RACINE AVE","",41.7863128,-87.6543252
"6410 S HOYNE AVE","02/18/2005",41.777087,-87.6766394
"6220 S WOOD ST","11/21/2005",NA,NA
"409 N HARDING AVE","11/17/2000",41.8885412,-87.7255051
"103 W 115TH ST","09/26/2006",41.6850255,-87.6255467
"1335 W  89TH                   ST","",41.7320075,-87.6570176
"1645 W 63RD ST","02/02/2005",41.7791265,-87.6660833
"7027 S BISHOP ST","01/13/1995",NA,NA
"2540 W 82ND PL","10/27/2006",NA,NA
"9355 S LYON AVE","07/16/1975",41.724852,-87.6060138
"4951 S PRINCETON AVE","06/30/1976",NA,NA
"6816 S MAY ST","",41.7699864,-87.6531796
"1554 S KOLIN AVE","03/19/1997",41.8589495,-87.7338722
"3353 W WALNUT ST","09/07/1976",41.8851042,-87.7107359
"7722 S NORMAL AVE","",41.7536782,-87.6369561
"7027 S CARPENTER ST","02/24/2015",41.7660709,-87.6501585
"5530 S LOWE AVE","",41.7929329,-87.6418222
"7817 S DREXEL AVE","04/30/2007",41.7526001,-87.6024373
"115 N PINE AVE","02/03/2021",41.8828279,-87.7630018
"1237 W 71ST ST","08/22/1996",41.7647716,-87.6556233
"7711 S FIELDING AVE","01/02/1996",41.753888,-87.6376005
"257 W 110TH ST","",41.6940604,-87.6301372
"11713 S PEORIA ST","08/22/2005",41.6809544,-87.6441056
"1837 S CENTRAL PARK AVE","",41.8560007,-87.7147692
"4350 S SHIELDS AVE","",41.8148736,-87.6350039
"8945 S BUFFALO AVE","09/17/2002",41.7324263,-87.5439448
"6447 S MINERVA AVE","",41.7773556,-87.5969994
"6102 S STEWART AVE","01/18/2006",41.7833403,-87.6354444
"4516 S SPRINGFIELD AVE","09/19/2006",41.810933,-87.7216083
"5940 S UNION AVE","04/11/1995",41.7858015,-87.6428764
"5244 S LOWE AVE","01/24/2005",41.798469,-87.6419682
"1436 S KEELER AVE","06/08/1987",41.861326,-87.7302753
"6524 S LAFLIN ST","11/22/2011",41.7750566,-87.6620115
"5929 S ABERDEEN ST","",41.7860725,-87.6518933
"6212 S MARSHFIELD AVE","01/16/2014",41.7807893,-87.6658144
"1841 S CENTRAL PARK AVE","",41.855932,-87.7147672
"6215 S CARPENTER ST","",41.781,-87.6505454
"1125 N LAWNDALE AVE","03/21/2016",41.9016913,-87.7186122
"7235 S LANGLEY AVE","09/13/2010",41.7629325,-87.6075943
"6614 S RHODES AVE","",41.7743132,-87.6122306
"4046 W ADAMS ST","",41.8782127,-87.7274087
"6446 S CARPENTER ST","",41.7764086,-87.6511275
"309 W 109TH ST","05/14/2009",41.6958749,-87.6308393
"3125 W POLK ST","",41.8707081,-87.7043537
"5642 S MARSHFIELD AVE","",41.790903,-87.6660716
"4048 W CARROLL AVE","06/07/1979",41.8870659,-87.7277538
"139 N PINE AVE","10/05/2017",41.8832312,-87.7630156
"5751 S GREEN ST","08/09/2006",41.7891873,-87.6458984
"5327 S WINCHESTER AVE","11/18/2003",41.7968047,-87.6728241
"1557 W 109TH ST","07/25/2006",41.6956487,-87.6618809
"6415 S PARNELL AVE","",41.777535,-87.6383239
"6442 S YALE AVE","",41.7769106,-87.6324627
"720 W 116TH ST","",41.6843207,-87.6405589
"6717 S BISHOP ST","",41.7716701,-87.6600161
"7332 S WOODLAWN AVE","",41.7613834,-87.5961003
"4939 W HUBBARD ST","03/04/2014",41.8883962,-87.7495665
"9028 S BURLEY AVE","01/22/2003",41.7310527,-87.5460431
"8456 S SANGAMON ST","07/31/1992",41.7397707,-87.6477222
"5152 S EMERALD AVE","",41.8000451,-87.6444149
"4731 W ERIE ST","07/30/1997",41.8920306,-87.7446908
"6747 S EMERALD AVE","10/18/1979",41.7710971,-87.6428043
"7713 S FIELDING AVE","",41.7539224,-87.6377521
"8203 S INGLESIDE AVE","",41.7456217,-87.6010339
"2131 S CHRISTIANA AVE","10/01/1975",41.8525805,-87.7086093
"5312 S HONORE ST","05/04/2000",41.7971704,-87.6711008
"1857 W 63RD ST","03/07/2002",41.7790541,-87.6713311
"916 W 71ST ST","01/30/2013",41.7654179,-87.647599
"7002 S VINCENNES AVE","",41.7672203,-87.6273177
"738 E 44TH ST","",41.815212,-87.6075721
"6223 S ABERDEEN ST","07/17/2006",41.7807044,-87.6517549
"6209 S ADA ST","",41.7809694,-87.6579041
"4736 S WABASH AVE","02/27/1968",41.808173,-87.6249092
"6800 S HERMITAGE AVE","10/04/1996",41.7701994,-87.6679572
"6708 S GREEN ST","07/19/1996",41.7721093,-87.6461588
"6119 S HONORE ST","",41.782436,-87.6700067
"4525 S SAINT LAWRENCE AVE","",41.8123311,-87.6113774
"7546 S UNION AVE","10/12/2000",41.7565846,-87.6421039
"226 W 111TH ST","01/28/2005",41.6927802,-87.6290576
"3116 W POLK ST","",41.8712342,-87.7040945
"2102 S SAINT LOUIS AVE","",41.853383,-87.7127323
"5731 S ABERDEEN ST","",41.7896844,-87.6521838
"1551 S SPAULDING AVE","01/25/1999",41.8593988,-87.7075548
"11530 S LASALLE ST","05/09/2011",41.6843291,-87.6268254
"2909 W WASHINGTON BLVD","",41.8825512,-87.6992261
"4636 S CHAMPLAIN AVE","",41.8102027,-87.6105321
"6722 S PARNELL AVE","10/11/1996",41.7717914,-87.6390831
"5357 S RACINE AVE","03/01/2000",41.7961564,-87.6545816
"413 N RIDGEWAY AVE","",41.8885909,-87.7194221
"7515 S KINGSTON AVE","01/26/2001",41.7584367,-87.5623756
"7101 S EGGLESTON AVE","10/09/1998",41.7651868,-87.6355383
"6727 S PAULINA ST","08/15/2012",41.771356,-87.666074
"6600 S LOWE AVE","02/07/1980",41.7742316,-87.6410304
"13456 S MARYLAND AVE","",41.6509425,-87.6013645
"4937 W ADAMS ST","08/26/1983",41.878289,-87.7486806
"6449 S MINERVA AVE","",41.7773068,-87.5970245
"6409 S WINCHESTER AVE","",41.7771937,-87.6723044
"4139 S LANGLEY AVE","",41.8192771,-87.6090977
"2740 W LEXINGTON ST","05/18/1972",41.8722423,-87.6952011
"8933 S BUFFALO AVE","08/13/2002",41.7327697,-87.5439532
"5653 S THROOP ST","",41.7907567,-87.6568713
"1438 S HOMAN AVE","",41.8612385,-87.7105443
"6625 S WINCHESTER AVE","03/04/2004",41.7731055,-87.6721916
"8418 S BALTIMORE AVE","07/08/2002",41.7425326,-87.5525361
"625 N AVERS AVE","",41.8925565,-87.7219783
"6431 S LAFLIN ST","05/05/1999",41.7767503,-87.6613624
"5547 S LASALLE ST","",41.7928602,-87.6291185
"13417 S EVANS AVE","12/27/2004",41.6512704,-87.6030508
"8115 S NORMAL AVE","02/02/2005",41.7465967,-87.6362702
"511 W 60TH PL","01/12/1995",41.7841291,-87.6381502
"4404 W WILCOX ST","",41.8790055,-87.7356325
"4620 S LANGLEY AVE","",41.8106743,-87.6093633
"5956 S ABERDEEN ST","",41.7853032,-87.6525719
"10622 S STATE ST","",41.7008836,-87.6234882
"9434 S LASALLE ST","",41.7223401,-87.6278171
"4308 W 14TH ST","11/18/1992",41.8626698,-87.7328852
"216 W 107TH ST","11/26/2012",41.7000669,-87.6288672
"12054 S INDIANA AVE","11/10/2006",41.6746831,-87.6181217
"12254 S CARPENTER ST","05/31/2011",41.6706799,-87.6481126
"6156 S SANGAMON ST","11/29/2000",41.7817046,-87.6488299
"719 W 81ST ST","04/29/2013",41.7467668,-87.6422651
"6936 S MARSHFIELD AVE","",41.7672448,-87.6654481
"6616 S SAINT LAWRENCE AVE","",41.7742661,-87.6110356
"6742 S LOWE AVE","08/12/1985",41.7712854,-87.6406602
"5811 S LASALLE ST","01/20/2002",41.7885843,-87.6287772
"11256 S CARPENTER ST","04/13/2005",41.6887884,-87.6486997
"5218 S GREEN ST","07/30/1988",41.7991272,-87.6468605
"6940 S CARPENTER ST","08/11/1997",41.7675219,-87.6508955
"1059 N MONTICELLO AVE","05/21/2001",41.9008014,-87.7173601
"5801 S PERRY AVE","",41.7886877,-87.6274241
"5119 S HONORE ST","12/01/2003",41.8006207,-87.6704991
"1909 W MARQUETTE RD","07/27/2010",41.7718368,-87.6717374
"615 N LAWNDALE AVE","",41.8923175,-87.7183071
"4446 S UNIVERSITY AVE","",41.813706,-87.5983664
"825 W 49TH PL","06/21/1995",41.8040348,-87.6464792
"5218 S UNION AVE","07/10/1996",41.7992039,-87.6432063
"56 W 104TH ST","03/01/2006",41.7055765,-87.6256676
"6831 S JUSTINE ST","03/30/1995",41.7694264,-87.6623822
"5921 S WOOD ST","",41.7860296,-87.6688888
"715 W 60TH ST","",41.7848114,-87.6431699
"6427 S MARSHFIELD AVE","04/07/2010",41.7768314,-87.6650719
"7014 S EGGLESTON AVE","12/09/1997",41.7666054,-87.636316
"6634 S PARNELL AVE","03/03/2005",41.7732887,-87.6391093
"5718 S ELIZABETH ST","",41.7899046,-87.6563327
"12106 S LOOMIS ST","04/20/2015",41.6736967,-87.656741
"1425 S TRUMBULL AVE","",NA,NA
"1530 E 74TH ST","11/14/1989",41.7608389,-87.5871476
"6944 S WALLACE ST","",41.7675902,-87.6399473
"3236 W CARROLL AVE","05/11/1982",41.887808,-87.7078538
"5200 S LOWE AVE","01/26/2005",41.7996999,-87.6419961
"5644 S EMERALD AVE","04/12/1976",41.7912185,-87.6442064
"311 W 106TH PL","08/18/2010",41.7004295,-87.6309837
"7714 S NORMAL AVE","",41.7539045,-87.6369614
"314 W 111TH PL","05/20/2005",41.6918449,-87.630953
"6602 S LOWE AVE","07/05/2011",41.7741726,-87.6410288
"1934 S HOMAN AVE","",41.8543484,-87.7105036
"722 W 66TH PL","",41.7736638,-87.6436077
"4501 W FULTON ST","04/18/1996",41.8851242,-87.7382401
"216 N WALLER AVE","02/11/1974",41.8847466,-87.7687596
"6608 S RHODES AVE","",41.7745174,-87.6122351
"2755 W JACKSON BLVD","",41.8772083,-87.6959037
"12001 S WALLACE ST","",41.6758552,-87.6368211
"10122 S INDIANA AVE","02/09/1995",41.7101044,-87.6190619
"5404 S LAFLIN ST","02/19/2004",41.795618,-87.6625545
"5312 S MAY ST","",41.7973944,-87.6538907
"7743 S FIELDING AVE","03/22/1991",41.7530643,-87.6379124
"4548 S EVANS AVE","",41.8117506,-87.6085931
"11726 S WENTWORTH AVE","11/22/2011",41.6807836,-87.6278981
"1234 S HARDING AVE","09/22/2000",41.8651165,-87.7242751
"5643 S PAULINA ST","",41.7908965,-87.6665876
"1421 S TRUMBULL AVE","",41.8617986,-87.711278
"144 W 113TH ST","04/28/2009",41.6891603,-87.6274348
"1960 S TRUMBULL AVE","01/12/1995",41.8538753,-87.711549
"215 N LA CROSSE AVE","04/11/2003",41.8849925,-87.746315
"5610 S ELIZABETH ST","",41.7920105,-87.6561801
"3957 W ERIE ST","05/21/2001",41.8927146,-87.725654
"5258 S WOLCOTT AVE","02/26/2004",41.7977439,-87.6723332
"8500 S GIVINS CT","09/07/2006",41.7394344,-87.6432679
"1845 W 69TH ST","04/15/2005",41.7682119,-87.6705936
"5356 S MAY ST","09/10/2004",41.7961292,-87.6540657
"426 N SPRINGFIELD AVE","",41.8888495,-87.7238046
"5715 S PEORIA ST","05/23/2006",41.7901468,-87.6473342
"6939 S EMERALD AVE","09/27/1994",41.76771,-87.6428834
"360 W 104TH PL","10/03/2001",41.7044353,-87.6318144
"1421 S SPAULDING AVE","",41.8617771,-87.707622
"5306 S LOWE AVE","01/25/2005",41.7977088,-87.641948
"5331 S MAY ST","01/31/2006",41.7968929,-87.6533871
"6035 S HERMITAGE AVE","04/09/1999",41.7838744,-87.6676211
"6319 S RACINE AVE","",41.7790365,-87.6541428
"6726 S THROOP ST","09/03/1976",41.7714887,-87.657067
"13258 S FORRESTVILLE AVE","",41.65372,-87.6087857
"5130 S LOOMIS ST","10/25/2004",41.8004592,-87.660251
"5628 S HERMITAGE AVE","",41.7912153,-87.6685165
"135 W 103RD ST","02/01/1996",41.706853,-87.6272593
"814 W 52ND ST","02/08/2002",41.8000243,-87.6460162
"722 W 60TH PL","",41.7844295,-87.6434472
"1332 S INDEPENDENCE BLVD","09/01/1989",41.8634137,-87.7204999
"10422 S MARYLAND AVE","11/19/1992",41.7048917,-87.603065
"1423 S MILLARD AVE","04/08/1972",41.8616005,-87.7161488
"6721 S RHODES AVE","",41.7723061,-87.6114521
"1326 S KEELER AVE","07/28/1998",41.8634603,-87.7303402
"112 N LOTUS AVE","02/03/2020",41.8827501,-87.761842
"9352 S KENWOOD AVE","01/26/2006",41.7243826,-87.591364
"11349 S RACINE AVE","04/02/2015",41.6871763,-87.6515997
"2148 W 51ST PL","07/19/1996",41.8005229,-87.6788655
"1304 W 50TH ST","",41.8034945,-87.6579006
"5235 S PRINCETON AVE","01/19/1994",41.7989664,-87.6327629
"11718 S WENTWORTH AVE","",41.6810546,-87.6279063
"415 N AVERS AVE","",41.8885511,-87.7218758
"8158 S ELLIS AVE","",41.7459867,-87.6005337
"8415 S BAKER AVE","09/15/2000",41.741898,-87.547178
"6951 S DORCHESTER AVE","09/18/2000",41.7684296,-87.5919328
"7441 S STEWART AVE","",41.7586799,-87.634353
"5343 S SHIELDS AVE","02/09/2005",41.7968882,-87.6339404
"25 S WHIPPLE ST","",41.8801952,-87.7018805
"1845 S CENTRAL PARK AVE","",41.8557949,-87.7147634
"7121 S OAKLEY AVE","07/05/1994",41.7640681,-87.6803287
"11531 S WENTWORTH AVE","03/13/2012",41.6843053,-87.6273172
"500 N HAMLIN AVE","",41.8900873,-87.7214017
"6850 S UNION AVE","",41.7691985,-87.6418331
"4423 W WASHINGTON BLVD","11/17/1999",41.8815412,-87.7365001
"6344 S INGLESIDE AVE","",41.7791169,-87.6019915
"5205 S CARPENTER ST","11/09/1989",41.7994148,-87.6510238
"3918 W HURON ST","",41.8938272,-87.7244336
"6338 S ABERDEEN ST","",41.7785121,-87.6523976
"6150 S HERMITAGE AVE","",41.7816315,-87.6682607
"4429 W JACKSON BLVD","",41.8766897,-87.7365994
"8303 S CARPENTER ST","12/18/1992",41.7430471,-87.6495445
"3333 W WALNUT ST","09/20/1982",41.8851144,-87.7100282
"5223 S UNION AVE","09/26/1996",41.7990778,-87.6424998
"6434 S PARNELL AVE","08/21/1996",41.7769715,-87.6390085
"8153 S ELLIS AVE","",41.7460973,-87.5998354
"5008 S THROOP ST","12/15/1999",41.8028813,-87.6578814
"6913 S CARPENTER ST","05/26/2010",41.768283,-87.6502159
"629 N PARKSIDE AVE","08/11/1997",41.8919981,-87.7662005
"2127 S TRUMBULL AVE","03/28/2003",41.8527374,-87.7108686
"1335 S KOMENSKY AVE","01/30/1975",41.8627007,-87.7259445
"8767 S SOUTH CHICAGO AVE","09/17/2002",41.7356927,-87.5631873
"1715 W 69TH ST","07/13/2005",41.7682496,-87.667085
"1022 W GARFIELD BLVD","",41.794339,-87.6510883
"527 N LARAMIE AVE","03/11/2011",41.8901379,-87.7550742
"1305 W 71ST PL","",41.7638301,-87.6577641
"834 W 51ST PL","02/08/2002",41.800918,-87.646805
"10539 S LASALLE ST","02/21/2007",41.7022938,-87.6266122
"4235 S SAINT LAWRENCE AVE","",41.8174759,-87.6113029
"11116 S STEWART AVE","12/17/2010",41.6918851,-87.6330962
"6922 S WALLACE ST","03/19/1960",41.7682021,-87.6398356
"5765 S PERRY AVE","",41.7890751,-87.6273648
"5309 S SHIELDS AVE","",41.7978342,-87.6339744
"5300 S PRINCETON AVE","",41.7980078,-87.633355
