"Address","Date.of.Acquisition","Latitude","Longitude"
"1245 S INDEPENDENCE BLVD","",41.8647832,-87.7189639
"9141 S WOODLAWN AVE","",41.7282813,-87.5947845
"4506 W ADAMS ST","10/09/2003",41.8780831,-87.7381874
"150 N PINE AVE","02/27/2001",41.8838014,-87.7637833
"1754 W 63RD ST","",41.7794949,-87.6688673
"5233 S EMERALD AVE","",41.7987922,-87.6439096
"5727 S ABERDEEN ST","",41.7897902,-87.6521864
"5822 S LA SALLE ST","",41.7884467,-87.6294837
"6359 S PAULINA ST","",41.7777127,-87.6664935
"11440 S CARPENTER ST","02/13/2002",41.6856033,-87.6485984
"5316 S UNION AVE","",41.7974416,-87.6429545
"6923 S WINCHESTER AVE","03/07/2012",41.767716,-87.6720503
"13417 S MARYLAND AVE","01/18/2005",41.6512765,-87.6006354
"5715 S WABASH AVE","11/02/1999",41.7905202,-87.6234989
"4533 S EVANS AVE","",41.8121731,-87.6078217
"6447 S LANGLEY AVE","",41.7772295,-87.6079545
"656 W 61ST ST","03/12/2003",41.7836712,-87.642168
"8420 S MUSKEGON AVE","02/22/2012",41.7421157,-87.5555006
"7026 S ABERDEEN ST","10/22/2007",41.7661036,-87.6520703
"610 W ENGLEWOOD AVE","",41.7809898,-87.6404681
"1409 S KILBOURN AVE","12/10/2001",41.8620189,-87.7369336
"6947 S DORCHESTER AVE","09/18/2000",41.7684982,-87.5919345
"13437 S CORLISS AVE","01/20/2005",41.6507209,-87.6018505
"5609 S LAFAYETTE AVE","02/27/1969",41.7924162,-87.6265851
"246 W 60TH ST","10/30/1980",NA,NA
"6314 S LANGLEY AVE","",41.7798167,-87.6087154
"717 W GARFIELD BLVD","03/10/1986",41.7937064,-87.6435048
"6129 S PAULINA ST","06/29/2010",41.7822069,-87.666366
"6723 S WINCHESTER AVE","04/25/2006",41.7713762,-87.6721451
"7015 S ELIZABETH ST","08/22/2005",41.7663256,-87.6550152
"350 W 61ST PL","02/18/1986",NA,NA
"458 N HAMLIN AVE","",41.8897318,-87.7213982
"537 W 80TH ST","04/15/2005",41.7486306,-87.6381427
"3354 W CARROLL AVE","",41.8876549,-87.7108094
"23 S WHIPPLE ST","03/21/2001",41.8802937,-87.7017895
"247 W 111TH ST","06/30/2005",41.6922434,-87.6297844
"8141 S MUSKEGON AVE","03/22/1991",41.7470244,-87.5548827
"12014 S LOWE AVE","08/07/2000",41.6755447,-87.6385708
"4235 W CARROLL AVE","06/10/2003",41.8866768,-87.7322088
"627 N WALLER AVE","02/28/1996",41.8918811,-87.7674759
"7414 S PHILLIPS AVE","01/30/2003",41.7604442,-87.5651562
"6111 S ABERDEEN ST","",41.7829069,-87.6520096
"614 W 54TH PL","",41.7955554,-87.6410384
"1120 S ALBANY AVE","",41.8676023,-87.7036151
"4547 S EVANS AVE","",41.8118038,-87.6078123
"5123 S HONORE ST","10/15/2002",41.8005521,-87.6704972
"2622 W 24TH PL","08/14/2003",41.8478633,-87.6914288
"2938 W WILCOX ST","09/29/1996",41.8794117,-87.7002653
"1540 S KOLIN AVE","01/06/1989",41.8593459,-87.733676
"1447 S MILLARD AVE","07/24/1981",41.8609483,-87.71613
"6336 S GREENWOOD AVE","",41.7794245,-87.5992971
"4440 W JACKSON BLVD","01/17/2001",41.8772054,-87.7369496
"5259 S WOLCOTT AVE","08/17/2007",41.7978158,-87.6716352
"6331 S EVANS AVE","",41.7794439,-87.6068191
"6836 S LAFLIN ST","05/11/2010",41.7692945,-87.6618632
"3246 E 89TH ST","",41.7339155,-87.5451545
"6857 S DORCHESTER AVE","10/05/1999",41.7698537,-87.5907028
"8929 S LOOMIS ST","04/06/1995",41.7312508,-87.6577191
"937 N CENTRAL PARK AVE","",NA,NA
"6504 S GREENWOOD AVE","",41.7766368,-87.5999082
"10713 S HOXIE AVE","03/24/1982",41.7004965,-87.560433
"724 E 42ND ST","",41.8188449,-87.6079827
"4105 W ARTHINGTON ST","10/22/1979",41.8697224,-87.7281026
"1613 S AVERS AVE","07/23/1985",41.8584535,-87.7208536
"4531 W GLADYS AVE","10/09/2003",41.8757479,-87.7390248
"512 W 65TH PL","",41.775556,-87.6375084
"2118 W 69TH PL","11/18/2004",41.7677597,-87.6769477
"5312 S UNION AVE","02/12/1998",41.7975527,-87.643154
"518 N MONTICELLO AVE","",41.890534,-87.7177353
"3457 W CARROLL AVE","02/01/2001",41.8871302,-87.7134378
"1802 S HARDING AVE","",41.8568573,-87.7240105
"501 S SHIELDS AVE","",41.8034254,-87.6340608
"5846 S LOWE AVE","06/26/2002",41.7875288,-87.6416831
"6333 S MARSHFIELD AVE","01/19/2006",41.7784979,-87.6651172
"12200 S MICHIGAN AVE","07/10/2002",41.6724454,-87.6206974
"4547 S CHAMPLAIN AVE","",41.811736,-87.609531
"542 E 44TH PL","01/09/1980",41.8142394,-87.6122516
"513 W 80TH ST","10/06/2004",41.7486455,-87.6372816
"6549 S EVANS AVE","09/27/1994",41.7753212,-87.6067245
"6109 S CALUMET AVE","11/16/1995",41.783541,-87.6168365
"1616 S HARDING AVE","",41.8582983,-87.7240523
"6242 S WOLCOTT AVE","08/22/2005",41.7799023,-87.6718489
"5648 S ABERDEEN ST","",41.7909569,-87.6527171
"6520 S ABERDEEN ST","05/13/2011",41.7753313,-87.6523132
"530 W 65TH PL","",41.7755494,-87.6380831
"6634 S UNION AVE","08/27/1976",41.7732976,-87.642965
"11958 S UNION AVE","02/06/1992",41.6762096,-87.6397979
"1036 W 69TH ST","09/07/2006",41.76897,-87.6508423
"8260 S BUFFALO AVE","11/06/2000",41.7447965,-87.544416
"625 W 62ND ST","",41.78152,-87.6410241
"11321 S EDBROOKE AVE","07/22/2013",41.6882832,-87.6191328
"6545 S EVANS AVE","",41.7754269,-87.6069266
"5724 S EMERALD AVE","",41.7898296,-87.644169
"1644 W 35TH ST","03/02/1995",41.830591,-87.6673045
"6943 S ASHLAND AVE","03/05/2002",41.7672934,-87.663495
"7717 S HONORE ST","09/20/2004",41.753387,-87.6692395
"4605 S CHAMPLAIN AVE","",41.8110367,-87.6100263
"1523 S KOLIN AVE","04/22/2004",41.8598673,-87.7331971
"5708 S PAULINA ST","",41.7899496,-87.6670564
"5955 S RACINE AVE","04/23/1987",41.7852792,-87.6542993
"6327 S DAMEN AVE","07/30/2001",41.7784673,-87.6735328
"340 W 105TH ST","",41.7036729,-87.6320284
"3530 W GRENSHAW ST","05/01/1984",41.8675283,-87.7143229
"4255 W CARROLL AVE","02/08/1982",41.8866911,-87.732852
"2844 E 89TH ST","01/06/1989",41.7339702,-87.5551003
"6735 S WINCHESTER AVE","04/26/2006",41.7710332,-87.6721362
"7152 S WENTWORTH AVE","",41.7638705,-87.6298801
"1621 S HOMAN AVE","02/15/2002",41.8583581,-87.7099617
"7514 S DOBSON AVE","10/20/1994",41.7580723,-87.5996389
"7302 S CARPENTER AVE","10/01/2009",41.7612737,-87.6507298
"6346 S DAMEN AVE","11/26/2012",41.7778643,-87.6742146
"4847 W HUBBARD ST","05/09/2003",41.8884162,-87.7474512
"441 W ROOT ST","",41.8187701,-87.6376986
"6220 S CARPENTER ST","",41.7808115,-87.6510357
"4052 W GLADYS AVE","",41.8764136,-87.7276207
"4032 W GLADYS AVE","",41.8764234,-87.7268862
"837 W 53RD PL","",41.7967988,-87.6467687
"1900 S SPRINGFIELD AVE","",41.854934,-87.7224892
"729 N TRUMBULL AVE","",41.8945807,-87.7122838
"1143 S MOZART ST","",41.8670706,-87.6967888
"5331 S WINCHESTER AVE","11/24/2003",41.7966674,-87.6728203
"5012 S CARPENTER ST","02/20/2004",41.8028302,-87.6518055
"6444 S CARPENTER ST","",41.7764772,-87.6511293
"7759 S NORMAL AVE","01/12/1995",41.7526648,-87.6366375
"254 W 112TH ST","06/19/1978",41.690948,-87.6300173
"6418 S HERMITAGE AVE","",41.7770035,-87.6679713
"6746 S DORCHESTER AVE","",41.7715782,-87.5912772
"5526 S UNION AVE","07/18/1974",41.7930758,-87.6430433
"4853 W ADAMS ST","12/02/1994",41.8783058,-87.7473665
"1709 W 59TH ST","",41.7866031,-87.6672429
"6918 S PARNELL AVE","03/18/1997",41.7683262,-87.6387862
"933 W 51ST ST","03/09/2005",41.8012725,-87.6491222
"1122 S KEELER AVE","02/14/1975",41.86717,-87.7304559
"5629 S RACINE AVE","",41.7914771,-87.6544608
"12208 S MICHIGAN AVE","06/03/2002",41.6722833,-87.6206927
"5630 S MARSHFIELD AVE","",41.791246,-87.6660803
"5434 S WELLS ST","",41.7952997,-87.6319913
"6449 S KIMBARK AVE","01/27/1976",41.7754717,-87.5940867
"4543 S EVANS AVE","",41.8118743,-87.6081004
"4535 S ST LAWRENCE AVE","",41.8120295,-87.611065
"6959 S WINCHESTER AVE","01/11/1994",41.7667647,-87.6720255
"3935 W 14TH ST","11/09/1973",41.8622711,-87.724009
"1816 W 63RD ST","02/10/2000",41.7796543,-87.6698401
"1144 W 61ST ST","04/25/2006",41.7835181,-87.6539088
"6814 S ELIZABETH ST","09/21/1997",41.7699541,-87.6558106
"1828 S RIDGEWAY AVE","",41.8562235,-87.719151
"310 W 110TH ST","",41.6945752,-87.6308969
"5252 S ABERDEEN ST","10/27/2004",41.7981014,-87.6529032
"2957 W WASHINGTON BLVD","",41.8825328,-87.7009816
"5428 S LAFLIN ST","03/10/2004",41.7950004,-87.6625383
"5920 S MORGAN ST","",41.7862978,-87.6499586
"6324 S WOOD ST","06/27/2005",41.7785449,-87.6694264
"7201 S LANGLEY AVE","12/04/2000",41.7638914,-87.6076167
"1202 W 109TH PL","08/23/2013",41.6952301,-87.6523923
"9004 S BALTIMORE AVE","09/17/2002",41.731705,-87.5489174
"5803 S LASALLE ST","",41.7887425,-87.6289776
"5009 S SHIELDS AVE","02/02/2005",41.8032927,-87.6340567
"4054 W CARROLL AVE","01/29/1975",41.8870625,-87.728033
"4332 W VAN BUREN ST","",41.8754224,-87.7340215
"5009 S JUSTINE ST","06/26/2002",41.8027713,-87.6632561
"5241 S GREEN ST","06/16/2004",41.7985439,-87.6461519
"6342 S BISHOP ST","",41.7782543,-87.6608896
"7348 S LANGLEY AVE","02/27/2001",41.760757,-87.6082407
"7224 S MAY ST","10/15/1996",41.7625118,-87.6531884
"3118 W ARTHINGTON ST","",41.8703237,-87.7041584
"8038 S KIMBARK AVE","05/08/2018",41.7483913,-87.5933319
"643 N SPRINGFIELD AVE","",41.8930715,-87.723217
"414 W 74TH ST","02/05/1993",41.7601661,-87.6354392
"10840 S BISHOP ST","07/25/2006",41.696379,-87.6592193
"4765 S PRINCETON AVE","07/31/1995",41.8072293,-87.6329722
"4042 W POLK ST","10/16/1970",41.8711782,-87.7271208
"7210 S YALE AVE","10/25/1999",41.7631521,-87.6312987
"12013 S LOWE AVE","12/27/2000",41.6755692,-87.6378784
"5227 S UNION AVE","09/26/1996",41.7990093,-87.6424979
"6330 S RHODES AVE","",41.7793658,-87.6121479
"5953 S PARNELL AVE","",41.7855706,-87.638699
"5133 S UNION AVE","",41.8006242,-87.6425197
"8901 S MACKINAW AVE","05/31/2002",41.7336871,-87.5425787
"147 E 117TH ST","",41.6813331,-87.6187375
"1408 S KOSTNER AVE","02/09/1976",41.8620443,-87.7351912
"4320 W MAYPOLE AVE","12/28/2000",41.8849662,-87.7340653
"7056 S NORMAL BLVD","04/15/2002",41.7654581,-87.6374974
"3413 S TRUMBULL AVE","",41.8611051,-87.7114656
"1234 W 50TH ST","12/26/1996",41.8035153,-87.6564981
"6153 S PAULINA ST","10/07/1996",41.7815207,-87.6663485
"6949 S DR MARTIN LUTHER KING JR DR","06/07/2007",41.7679256,-87.6149662
"6830 S ELIZABETH ST","08/18/1998",41.7695424,-87.6557993
"11571 S LASALLE ST","03/09/2016",41.6832226,-87.6261086
"7157 S DOBSON AVE","05/28/1996",41.7643027,-87.5990916
"6539 S HERMITAGE AVE","10/29/2012",41.7746287,-87.6674149
"1951 W 71ST ST","",41.7647009,-87.6731342
"9442 S LA SALLE ST","",41.722421,-87.6278192
"4640 S CHAMPLAIN AVE","",41.8100643,-87.6105843
"4005 S DEARBORN ST","10/11/1890",41.8217089,-87.6272085
"22 S SACRAMENTO BLVD","",41.8802716,-87.7014475
"5630 S MORGAN ST","",41.7914879,-87.6502974
"7641 S NORMAL AVE","01/23/2006",41.7549638,-87.6364754
"8842 S ESCANABA AVE","01/15/2009",41.7341903,-87.554524
"6402 S BISHOP ST","11/22/2011",41.7775118,-87.6608682
"7645 S BISHOP ST","10/05/2017",41.7544978,-87.6599648
"7723 S DOBSON AVE","01/12/1995",41.7542896,-87.5988473
"11732 S PERRY ST","10/17/2011",41.6806698,-87.625538
"6426 S BISHOP ST","04/16/2012",41.7768945,-87.6608517
"33 N PINE AVE","",41.8813497,-87.7627522
"8803 S OGLESBY AVE","01/08/1996",41.7351463,-87.5668233
"6512 S GREEN ST","",41.7755712,-87.6462435
"1819 S TRUMBULL AVE","03/31/1999",41.8566127,-87.7111316
"617 E 134TH ST","02/01/2005",41.6515711,-87.6068121
"317 W 58TH ST","12/17/1999",41.7885562,-87.6336202
"1503 S HOMAN AVE","07/06/1979",41.8607019,-87.7100285
"4126 W CARROLL AVE","",41.8870464,-87.7294007
"10609 S MICHIGAN AVE","01/22/2003",41.7014099,-87.6204889
"7532 S EMERALD AVE","",41.7568926,-87.6433664
"712 E 67TH ST","01/25/2006",41.7733745,-87.6076176
"6105 S RACINE AVE","",41.7830437,-87.6544426
"6339 S PARNELL AVE","",41.7787014,-87.6383567
"1536 S KILBOURN AVE","11/14/2001",41.8594028,-87.7375483
"6731 S PRAIRIE AVE","",41.7719797,-87.6181964
"4122 W GLADYS AVE","",41.8763957,-87.728972
"10561 S WENTWORTH AVE","02/10/2012",41.7017254,-87.6277905
"3551 W DOUGLAS BLVD","10/15/2004",41.8621215,-87.7148532
"1750 W 63RD ST","02/10/2000",41.7796793,-87.6686044
"8723 S BURLEY AVE","07/10/2002",41.7368054,-87.545445
"1425 W 109TH ST","",41.6955236,-87.6583482
"4556 S CHAMPLAIN AVE","",41.8114779,-87.6101595
"446 W 104TH ST","05/23/2007",41.7054577,-87.6349937
"1807 S HARDING AVE","",41.8567969,-87.7232893
"703 W GARFIELD BLVD","01/09/2002",41.7937151,-87.6429864
"5548 S PERRY AVE","09/21/1984",41.7928045,-87.628041
"11432 S STATE ST","04/23/2002",41.6863502,-87.6231872
"7733 S FIELDING AVE","",41.7534305,-87.6376942
"1000 W 115TH ST","09/20/2004",41.6852732,-87.647188
"7006 S ELIZABETH ST","07/27/1998",41.7665895,-87.6557202
"1104 S SACRAMENTO BLVD","",41.8680406,-87.7011843
"5352 S WELLS ST","03/15/1991",41.7966674,-87.6321528
"600 N SPRINGFIELD AVE","",41.8918599,-87.723889
"7245 S MARSHFIELD AVE","02/15/2010",41.7617256,-87.6646023
"1523 S KILBOURN AVE","10/18/1979",41.8597564,-87.7368616
"166 N LA CROSSE AVE","",41.8837725,-87.7469743
"6922 S MARSHFIELD AVE","04/26/2005",41.7677201,-87.6654608
"4522 W CONGRESS PKY","03/12/1998",41.8744489,-87.7387054
"5007 S SHIELDS AVE","12/11/2000",41.8033591,-87.6340587
"29 S ALBANY AVE","",41.8800865,-87.7026823
"1710 W 69TH ST","12/06/1999",41.7687755,-87.6669156
"7449 S PARNELL AVE","10/15/1992",41.7583831,-87.6380221
"921 W 51ST ST","05/25/2004",41.8012789,-87.6486637
"7507 S MAY ST","05/06/2013",41.7573377,-87.6523563
"4810 S WABASH AVE","",41.8070352,-87.6248982
"5811 S EMERALD AVE","",41.7884543,-87.6434364
"5020 S ABERDEEN ST","",41.8026472,-87.6528074
"428 N HAMLIN AVE","11/17/2000",41.8889595,-87.7213773
"1830 S DRAKE AVE","",41.8562128,-87.7142586
"20 S SACRAMENTO BLVD","10/12/1982",41.8803227,-87.7014489
"1524 S AVERS AVE","02/26/1973",41.8599198,-87.7216777
"5700 S EMERALD AVE","08/18/1999",41.790524,-87.6441883
"1255 S KOMENSKY AVE","05/21/1970",41.8645275,-87.7259983
"8546 S BURLEY AVE","05/21/1999",41.7397389,-87.5457368
"5249 S EMERALD AVE","08/22/1997",41.7983727,-87.643692
"6134 S HONORE ST","",41.7820151,-87.6706931
"7741 S FIELDING AVE","03/07/2002",41.753105,-87.6377308
"7012 S LOWE AVE","05/22/1995",41.7666002,-87.6411292
"5118 S PRINCETON AVE","12/23/1993",41.8011677,-87.6334756
"6533 S MAY ST","10/15/1996",41.7749777,-87.6528186
"7300 S CARPENTER ST","",41.7613773,-87.6505268
"2609 W LUTHER ST","04/22/2004",41.8469662,-87.6908539
"4238 W CARROLL AVE","",41.88714,-87.732315
"7135 S CLAREMONT AVE","09/17/1987",41.7636762,-87.6815447
"909 W 51ST ST","03/08/2005",41.8012852,-87.6482052
"7226 S HARVARD AVE","10/15/1996",41.7627032,-87.6337314
"7114 S PAULINA ST","08/15/2011",41.7643665,-87.6665851
"6423 S CHAMPLAIN AVE","",41.7778144,-87.6091765
"7645 S LOWE AVE","01/17/1996",41.7547812,-87.6401293
"842 N LAWNDALE AVE","",NA,NA
"247 W 104TH ST","12/03/2010",41.7049958,-87.6300988
"550 N TRUMBULL AVE","01/25/2006",41.8916649,-87.7128367
"6023 S HONORE ST","",41.7841412,-87.6702477
"5430 S WELLS ST","05/30/2000",41.7954577,-87.6321239
"3416 W OHIO ST","",41.8920787,-87.7120945
"846 W 52ND ST","03/05/2002",41.8000079,-87.6472143
"825 W 51ST ST","03/06/2002",41.8013101,-87.6464142
"6334 S WOOD ST","08/04/2005",41.7782706,-87.6694186
"7125 S PRINCETON AVE","",41.7646282,-87.6320452
"1409 S KENNETH AVE","04/15/1976",41.8620367,-87.73571
"5405 S PRINCETON AVE","04/15/2005",41.7960765,-87.6326738
"725 W 48TH ST","",41.8068009,-87.6441248
"709 E BOWEN AVE","",41.8193504,-87.6088589
"3316 E 91ST ST","09/29/1969",41.7304674,-87.543465
"6350 S LAFLIN ST","08/18/2010",41.7780314,-87.6620953
"13420 S MARYLAND AVE","12/21/2004",41.6511626,-87.6013615
"2956 W FILLMORE ST","06/08/1976",41.8685407,-87.7006384
"3303 W FLOURNOY ST","",41.8724867,-87.7085675
"819 W 51ST ST","01/09/2002",41.8013127,-87.6462297
"7052 S WOODLAWN AVE","02/28/2014",41.7661845,-87.5955053
"0","",41.8842739,-87.7505127
"5329 S WINCHESTER AVE","03/14/2005",41.7967361,-87.6728222
"13427 S FOREST AVE","",41.6509877,-87.6142681
"1621 S RIDGEWAY AVE","02/02/2001",41.8582588,-87.7185235
"6320 S ABERDEEN ST","",41.7789873,-87.652202
"8854 S LOOMIS ST","10/10/1995",41.732411,-87.6584531
"4450 W JACKSON BLVD","09/19/2003",41.8772005,-87.7373631
"7129 S EGGLESTON AVE","01/07/2014",41.7644782,-87.6355219
"8908 S BALTIMORE AVE","09/17/2002",41.733394,-87.5489587
"6339 S WOOD ST","08/04/2005",41.7782111,-87.6687231
"5732 S LASALLE ST","02/02/1995",41.7901722,-87.6295485
"6331 S LAFLIN ST","03/18/1996",41.77859,-87.6614139
"5348 S WOLCOTT AVE","12/18/1995",41.7961951,-87.6722909
"6626 S GREEN ST","05/31/2006",41.7734445,-87.6461903
"5302 S LAFLIN ST","",41.7975596,-87.6623912
"529 N ALBANY AVE","05/14/1999",41.8911292,-87.7035318
"3031 W CULLERTON ST","02/02/1998",41.8543597,-87.7016098
"2830 W WILCOX ST","",41.8795037,-87.6975253
"7306 S WOODLAWN AVE","",41.7620358,-87.5961169
"6601 S CLAREMONT AVE","05/23/2011",41.7736507,-87.6817914
"7437 S STEWART AVE","",41.758793,-87.6343559
"6156 S HERMITAGE AVE","03/05/2012",41.7814257,-87.6682554
"7237 S STEWART AVE","",41.7624554,-87.6342293
"922 W 54TH PL","09/10/2004",41.7953726,-87.648533
"2251 S KOLIN AVE","03/27/1991",41.8497993,-87.7319691
"7406 S CHAMPLAIN AVE","",41.7600338,-87.609432
"4021 W VAN BUREN ST","05/26/1977",41.8749967,-87.7263816
"3942 W OHIO ST","",41.8919174,-87.7251719
"2743 W GLADYS AVE","11/19/1998",41.8765221,-87.6954139
"4803 S PRINCETON AVE","08/02/2012",41.8070999,-87.6329692
"4825 W VAN BUREN ST","12/20/2017",41.8747008,-87.7460529
"4200 W VAN BUREN ST","06/29/2004",41.8754654,-87.7306088
"5432 S LOOMIS BLVD","",41.7948902,-87.6601071
"6405 S WOODLAWN AVE","",41.7775765,-87.5957098
"1345 W 59TH ST","",41.7867144,-87.6589308
"2949 W JACKSON BLVD","",41.8771044,-87.7005848
"323 W 48TH PL","",41.8059072,-87.6343363
"1613 S HAMLIN AVE","05/02/1997",41.8584921,-87.7197008
"756 S LARAMIE AVE","07/26/2003",41.8702732,-87.75507
"1712 W 63RD ST","07/12/2005",41.7796963,-87.6673029
"5041 S JUSTINE ST","05/04/2000",41.8019844,-87.6632356
"4437 W JACKSON BLVD","",41.8768386,-87.7368371
"1901 S LAWNDALE AVE","",41.8549502,-87.7172104
"3940 S WELLS ST","01/21/1970",41.8224273,-87.6326625
"5355 S SHIELDS AVE","02/29/2000",41.796544,-87.633943
"6030 S MARSHFIELD AVE","02/05/1993",41.7839655,-87.6658948
"1441 S KENNETH AVE","07/11/1997",41.8611447,-87.7356823
"249 W 104TH ST","09/27/2013",41.7049946,-87.6301899
"6931 S CARPENTER ST","06/21/2016",41.7678045,-87.6502035
"12021 S UNION AVE","09/24/1999",41.6753504,-87.6390757
"338 W 61ST PL","12/27/1995",41.7827696,-87.6342368
"44 N LATROBE AVE","04/11/2003",41.8817149,-87.7566892
"11515 S PRINCETON AVE","02/17/2012",41.684725,-87.6297248
"5404 W FULTON ST","",41.8860398,-87.7606002
"6429 S DAMEN AVE","02/14/2018",41.7766105,-87.6734859
"10347 S STATE ST","",41.7057724,-87.6231386
"5819 S WABASH AVE","09/28/2012",41.7885891,-87.6234467
"9901 S  AVENUE L","04/28/2005",41.7155917,-87.536089
"5339 S LAFLIN ST","09/16/2004",41.7965585,-87.66188
"8721 S RACINE AVE","",41.7352609,-87.6529746
"4246 S ST LAWRENCE AVE","",41.8171595,-87.6120062
"709 W 120TH ST","",41.6757753,-87.6398714
"1011 W 69TH ST","03/10/2000",41.7685158,-87.6498787
"11119 S ASHLAND AVE","06/02/2010",41.6914553,-87.6618514
"1128 S SACRAMENTO BLVD","",41.867423,-87.7011655
"4214 S CHAMPLAIN AVE","",41.818045,-87.6107978
"4401 S HONORE ST","10/07/1994",41.8138835,-87.6708334
"13401 S MARYLAND AVE","01/18/2005",41.6517143,-87.6006229
"12008 S CALUMET AVE","04/29/1998",41.6759563,-87.6157121
"8025 S PARNELL AVE","09/19/2002",41.7480997,-87.637523
"6107 S STEWART AVE","08/07/1998",41.7832215,-87.6347969
"5238 S HONORE ST","06/27/2006",41.7982906,-87.6711327
"4317 S BERKELEY AVE","",41.8162719,-87.6002813
"6107 S RACINE AVE","",41.7829873,-87.6544411
"130 N LOTUS AVE","06/02/1999",41.88326,-87.7620915
"3935 W ERIE ST","",41.8927257,-87.7249443
"10605 S WENTWORTH AVE","08/14/2012",41.7014026,-87.6277819
"845 E 64TH ST","",41.7785057,-87.6040613
"5119 S WABASH AVE","06/16/2002",41.8013508,-87.623776
"5726 S GREEN ST","",41.7898051,-87.6466069
"6103 S WOLCOTT AVE","",41.7828665,-87.6714293
"5026 S PRINCETON AVE","10/30/1995",41.8028228,-87.6335502
"5335 S SHIELDS AVE","",41.7971493,-87.6341398
"18 W 116TH ST","06/15/2007",41.6827635,-87.6236729
"6808 S PEORIA ST","08/18/2010",41.7702999,-87.6473258
"1639 S SPAULDING AVE","",41.8578284,-87.7076205
"4281 W GARFIELD BLVD","03/05/2002",41.7930275,-87.7304507
"305 E 137TH ST","10/04/2011",41.6454366,-87.614962
"6442 S EGGLESTON AVE","",41.7766958,-87.6365755
"4157 W FIFTH AVE","06/11/1980",41.8714736,-87.7299203
"6917 S ELIZABETH ST","07/16/1979",41.7681408,-87.6550642
"4114 W WILCOX ST","",41.87909,-87.7286961
"7619 S EGGLESTON AVE","11/14/2005",41.755635,-87.6352771
"127 N LONG AVE","05/19/1997",41.8831669,-87.7598369
"1457 W GARFIELD BLVD","03/21/1997",41.7934325,-87.6618835
"8540 S BURLEY AVE","11/13/2000",41.7398761,-87.5457397
"5321 S ABERDEEN ST","04/04/1988",41.7971842,-87.652183
"549 N LAWNDALE AVE","",41.891418,-87.7182824
"1503 S DRAKE AVE","",41.8605579,-87.7136807
"1606 S TRUMBULL AVE","",41.8587421,-87.7118903
"1550 S TRUMBULL AVE","",41.8593045,-87.7119062
"158 N PINE AVE","10/09/2001",41.8839798,-87.763684
"407 N RIDGEWAY AVE","10/13/2001",41.8883825,-87.7194164
"251 E 134TH ST","",41.6515272,-87.6152193
"19 E 69TH ST","03/12/2010",41.7690135,-87.624055
"1949 W 64TH ST","08/17/2007",41.7773708,-87.673419
"5717 S LOWE AVE","",41.790189,-87.6412522
"3844 W OHIO ST","",41.8919909,-87.7228585
"5745 S GREEN ST","06/08/2001",41.7892683,-87.6459005
"7003 S GREEN ST","",41.766856,-87.6455317
"10848 S WENTWORTH AVE","11/15/2013",41.6965128,-87.6283507
"4307 W JACKSON BLVD","04/10/1980",41.8767295,-87.7332411
"7616 S BLACKSTONE AVE","08/02/2006",41.7563264,-87.5886574
"7040 S RHODES AVE","04/25/1994",41.7662968,-87.6119932
"134 W 115TH ST","08/17/2010",41.6855314,-87.6270205
"2741 W JACKSON BLVD","",41.8772148,-87.6953298
"6459 S WOLCOTT AVE","05/12/2008",41.7758715,-87.6710629
"4151 S LANGLEY AVE","",41.8188811,-87.6089701
"6350 S VERNON AVE","10/12/1995",41.778672,-87.6147286
"2911 W WASHINGTON BLVD","",41.8825502,-87.6993159
"5645 S MORGAN ST","",41.791082,-87.6495848
"7709 S FIELDING AVE","01/02/1996",41.7539563,-87.6375864
"6610 S LANGLEY AVE","",41.7745151,-87.6085933
"5205 S BISHOP ST","09/15/2004",41.7992901,-87.6607361
"4361 S SHIELDS AVE","07/30/1979",41.8146038,-87.634332
